candidate_id,myneta_url,candidate,constituency_id,constituency,age,party_code,criminal_cases_flag,education_level,movable_assets,movable_assets_rs,movable_assets_img,immovable_assets,immovable_assets_rs,immovable_assets_img,total_assets,total_assets_rs,total_assets_img,liabilities,liabilities_rs,liabilities_img,pan_given,serious_ipc_counts
2768,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2768,Murugan. P,134,METTUR,36,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2759,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2759,Periyaponnu. O,134,METTUR,62,Tamizhaga Vaazhvurimai Katchi,No,Others,,,1,"30,00,000 ~ 30 Lacs+",3000000,,,,1,"23,10,000 ~ 23 Lacs+",2310000,,Y,0
2767,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2767,Prabakaran. S,134,METTUR,34,IND,No,Post Graduate,,,1,0 ~,0,,,,1,"7,000 ~ 7 Thou+",7000,,Y,0
2769,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2769,Ramkumar. D.M,134,METTUR,34,IND,No,Others,,,1,"5,00,000 ~ 5 Lacs+",500000,,,,1,"1,14,300 ~ 1 Lacs+",114300,,Y,0
2764,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2764,Saravanakumar. M,134,METTUR,47,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1197,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1197,Selvam. K,134,METTUR,42,Tamilaga Vettri Kazhagam,No,8th Pass,,,1,"18,00,000 ~ 18 Lacs+",1800000,,,,1,"22,90,282 ~ 22 Lacs+",2290282,,Y,0
2760,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2760,Velu. A,134,METTUR,40,Vada Tamil Nadu Munnetra Katchi,No,8th Pass,,,1,"1,50,000 ~ 1 Lacs+",150000,,,,1,0 ~,0,,Y,0
1196,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1196,Venkatachalam. G,134,METTUR,61,AIADMK,Yes 5,8th Pass,,,1,"1,64,50,000 ~ 1 Crore+",16450000,,,,1,"29,93,059 ~ 29 Lacs+",2993059,,Y,1
2770,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2770,Venkatasalam. G,134,METTUR,39,IND,No,Graduate Professional,,,1,"5,00,000 ~ 5 Lacs+",500000,,,,1,"12,00,000 ~ 12 Lacs+",1200000,,Y,0
96,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=96,Vidhya Veerappan,134,METTUR,35,Naam Tamilar Katchi,No,12th Pass,,,1,0 ~,0,,,,1,"3,50,000 ~ 3 Lacs+",350000,,Y,0
1118,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1118,Edappadi Palaniswami. K,135,EDAPPADI,72,AIADMK,Yes 5,12th Pass,,,1,"5,83,00,000 ~ 5 Crore+",58300000,,,,1,"17,00,000 ~ 17 Lacs+",1700000,,Y,0
3453,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3453,Elumalai. P,135,EDAPPADI,45,IND,Yes 1,8th Pass,,,1,"10,60,000 ~ 10 Lacs+",1060000,,,,1,"8,25,317 ~ 8 Lacs+",825317,,Y,1
3451,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3451,Govindaraj.V,135,EDAPPADI,36,Tamizhaga Vaazhvurimai Katchi,No,Graduate,,,1,"32,00,000 ~ 32 Lacs+",3200000,,,,1,0 ~,0,,Y,0
3454,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3454,Iyyappan Perumal. P,135,EDAPPADI,41,IND,No,Graduate,,,1,"4,50,000 ~ 4 Lacs+",450000,,,,1,"4,57,000 ~ 4 Lacs+",457000,,Y,0
1379,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1379,Kasi. C,135,EDAPPADI,66,DMK,No,Illiterate,,,1,"2,20,36,000 ~ 2 Crore+",22036000,,,,1,"2,47,89,489 ~ 2 Crore+",24789489,,Y,0
694,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=694,Kumaresan. M,135,EDAPPADI,70,IND,No,Others,,,1,"80,00,000 ~ 80 Lacs+",8000000,,,,1,0 ~,0,,Y,0
3458,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3458,Murugan. C,135,EDAPPADI,47,IND,No,Illiterate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3459,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3459,Murugan. M,135,EDAPPADI,37,IND,No,Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3457,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3457,Premkumar. K,135,EDAPPADI,43,IND,No,5th Pass,,,1,"15,00,000 ~ 15 Lacs+",1500000,,,,1,0 ~,0,,Y,0
38,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=38,Priyadharshini. A,135,EDAPPADI,37,Naam Tamilar Katchi,No,Post Graduate,,,1,0 ~,0,,,,1,"5,26,236 ~ 5 Lacs+",526236,,Y,0
696,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=696,Raja. K,135,EDAPPADI,65,IND,No,Graduate Professional,,,1,"50,00,000 ~ 50 Lacs+",5000000,,,,1,0 ~,0,,Y,0
695,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=695,Sakthivel. S,135,EDAPPADI,57,IND,No,8th Pass,,,1,"27,00,000 ~ 27 Lacs+",2700000,,,,1,0 ~,0,,Y,0
3455,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3455,Subramani. P,135,EDAPPADI,42,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3452,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3452,Suresh. L,135,EDAPPADI,54,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Yes 1,10th Pass,,,1,"28,48,100 ~ 28 Lacs+",2848100,,,,1,0 ~,0,,Y,0
3456,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3456,Thulasimani. P,135,EDAPPADI,38,IND,No,Illiterate,,,1,"8,00,000 ~ 8 Lacs+",800000,,,,1,0 ~,0,,Y,0
2123,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2123,Dr. Gurunathan. S,136,SANKARI,55,Indhu Dravida Makkal Katchi,No,Doctorate,,,1,"3,80,000 ~ 3 Lacs+",380000,,,,1,"7,96,000 ~ 7 Lacs+",796000,,Y,0
2128,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2128,Durairaj. C,136,SANKARI,69,IND,No,10th Pass,,,1,"50,00,000 ~ 50 Lacs+",5000000,,,,1,0 ~,0,,Y,0
2131,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2131,Manikandan. D,136,SANKARI,32,IND,No,Graduate,,,1,0 ~,0,,,,1,"17,000 ~ 17 Thou+",17000,,Y,0
1341,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1341,Manikandan. M,136,SANKARI,37,DMK,No,8th Pass,,,1,"55,60,000 ~ 55 Lacs+",5560000,,,,1,"4,04,00,792 ~ 4 Crore+",40400792,,Y,0
2132,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2132,Manikandan. P,136,SANKARI,30,IND,No,8th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2133,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2133,Mayilkumar. M,136,SANKARI,45,IND,No,Post Graduate,,,1,"12,00,000 ~ 12 Lacs+",1200000,,,,1,"2,15,000 ~ 2 Lacs+",215000,,Y,0
147,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=147,Nithya. A,136,SANKARI,36,Naam Tamilar Katchi,No,Post Graduate,,,1,"85,00,000 ~ 85 Lacs+",8500000,,,,1,"1,24,00,000 ~ 1 Crore+",12400000,,Y,0
2129,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2129,Paramasivam. R,136,SANKARI,40,IND,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2130,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2130,Poovarasan. S,136,SANKARI,29,IND,No,Graduate Professional,,,1,"17,75,000 ~ 17 Lacs+",1775000,,,,1,"2,10,000 ~ 2 Lacs+",210000,,Y,0
2135,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2135,Rameshkumar. V,136,SANKARI,43,IND,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2134,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2134,Ranjith Kumar. V,136,SANKARI,33,IND,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2126,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2126,Sakthivel. D,136,SANKARI,33,IND,No,Graduate Professional,,,1,0 ~,0,,,,1,"50,000 ~ 50 Thou+",50000,,Y,0
2125,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2125,Sakthivel. G,136,SANKARI,42,IND,No,Others,,,1,"70,30,000 ~ 70 Lacs+",7030000,,,,1,"22,36,249 ~ 22 Lacs+",2236249,,Y,0
2127,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2127,Salman. E,136,SANKARI,32,IND,No,Others,,,1,0 ~,0,,,,1,"5,53,000 ~ 5 Lacs+",553000,,Y,0
1340,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1340,Senthilkumar. K,136,SANKARI,44,Tamilaga Vettri Kazhagam,Yes 3,8th Pass,,,1,"3,27,16,000 ~ 3 Crore+",32716000,,,,1,"7,23,20,328 ~ 7 Crore+",72320328,,Y,0
2124,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2124,Senthilkumar. R.S.,136,SANKARI,49,Tamizhaga Vaazhvurimai Katchi,Yes 4,Post Graduate,,,1,"70,05,000 ~ 70 Lacs+",7005000,,,,1,"16,35,419 ~ 16 Lacs+",1635419,,Y,0
2122,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2122,Settumuthu. V,136,SANKARI,54,BSP,No,Graduate Professional,,,1,"1,50,000 ~ 1 Lacs+",150000,,,,1,0 ~,0,,Y,0
1236,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1236,Vetrivel. S,136,SANKARI,54,AIADMK,Yes 2,Graduate,,,1,"6,51,01,582 ~ 6 Crore+",65101582,,,,1,"22,71,775 ~ 22 Lacs+",2271775,,Y,0
2136,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2136,Vignesh. A,136,SANKARI,36,IND,No,Others,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2137,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2137,Vijayakumar. M,136,SANKARI,45,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
747,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=747,Alagaapuram. R. Mohanraj,137,SALEM (WEST),72,Desiya Murpokku Dravida Kazhagam,Yes 1,Graduate,,,1,"8,91,60,000 ~ 8 Crore+",89160000,,,,1,0 ~,0,,Y,0
2194,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2194,Amirthalingam.N,137,SALEM (WEST),40,IND,Yes 1,Illiterate,,,1,"10,00,000 ~ 10 Lacs+",1000000,,,,1,0 ~,0,,Y,1
2195,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2195,Arul .S,137,SALEM (WEST),31,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2191,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2191,Arul Ramadas,137,SALEM (WEST),54,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Yes 7,Graduate,,,1,"3,63,70,000 ~ 3 Crore+",36370000,,,,1,"96,64,134 ~ 96 Lacs+",9664134,,Y,0
2196,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2196,Arul. T,137,SALEM (WEST),27,IND,No,Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2197,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2197,Arul.D,137,SALEM (WEST),46,IND,No,Others,,,1,"29,00,000 ~ 29 Lacs+",2900000,,,,1,"68,45,795 ~ 68 Lacs+",6845795,,Y,0
2198,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2198,Arul.P,137,SALEM (WEST),41,IND,No,Graduate,,,1,0 ~,0,,,,1,"89,500 ~ 89 Thou+",89500,,Y,0
2207,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2207,Bharanitharan.D.K,137,SALEM (WEST),43,IND,No,Graduate Professional,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2206,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2206,Bharath.S,137,SALEM (WEST),28,IND,No,Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2202,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2202,Chandrasekaran.G,137,SALEM (WEST),43,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2204,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2204,Dhanapal,137,SALEM (WEST),76,IND,No,8th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2208,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2208,Er.Prabakaran.S,137,SALEM (WEST),56,IND,No,Graduate Professional,,,1,0 ~,0,,,,1,"6,00,000 ~ 6 Lacs+",600000,,Y,0
2190,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2190,Gunasekaran .R,137,SALEM (WEST),30,BSP,No,8th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1232,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1232,Karthe.M,137,SALEM (WEST),58,Pattali Makkal Katchi,No,Graduate,,,1,"65,15,26,400 ~ 65 Crore+",651526400,,,,1,"13,93,27,743 ~ 13 Crore+",139327743,,Y,0
2199,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2199,Karthick.M,137,SALEM (WEST),27,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2200,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2200,Karthick.R,137,SALEM (WEST),26,IND,No,Graduate,,,1,"35,55,000 ~ 35 Lacs+",3555000,,,,1,"31,07,355 ~ 31 Lacs+",3107355,,Y,0
2201,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2201,Kumar.A.P,137,SALEM (WEST),51,IND,No,Illiterate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
771,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=771,Lakshmanan.S,137,SALEM (WEST),58,Tamilaga Vettri Kazhagam,Yes 1,Graduate,,,1,"11,73,55,000 ~ 11 Crore+",117355000,,,,1,"63,25,000 ~ 63 Lacs+",6325000,,Y,0
2211,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2211,Manohar.C,137,SALEM (WEST),52,IND,No,10th Pass,,,1,"91,00,000 ~ 91 Lacs+",9100000,,,,1,0 ~,0,,Y,0
2212,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2212,Mohan Raj. R,137,SALEM (WEST),30,IND,No,Others,,,1,"1,13,82,000 ~ 1 Crore+",11382000,,,,1,0 ~,0,,Y,0
2210,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2210,Panneerselvam.P,137,SALEM (WEST),44,IND,No,12th Pass,,,1,0 ~,0,,,,1,"3,47,000 ~ 3 Lacs+",347000,,Y,0
2209,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2209,Perumal. A,137,SALEM (WEST),73,IND,No,12th Pass,,,1,"83,83,875 ~ 83 Lacs+",8383875,,,,1,0 ~,0,,Y,0
2192,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2192,Prabu .K,137,SALEM (WEST),44,Vishwa Tamil Kazhagam,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2213,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2213,Radhakrishnan. R,137,SALEM (WEST),63,IND,No,8th Pass,,,1,"19,00,000 ~ 19 Lacs+",1900000,,,,1,0 ~,0,,Y,0
2193,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2193,Raj Kumar .G,137,SALEM (WEST),44,Tamizhaga Vaazhvurimai Katchi,No,8th Pass,,,1,"3,15,00,000 ~ 3 Crore+",31500000,,,,1,"19,06,649 ~ 19 Lacs+",1906649,,Y,0
2203,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2203,Selvam.R,137,SALEM (WEST),56,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2216,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2216,Srisabarinathan,137,SALEM (WEST),43,IND,No,8th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
144,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=144,Suresh Kumar.R,137,SALEM (WEST),40,Naam Tamilar Katchi,No,Post Graduate,,,1,"38,00,000 ~ 38 Lacs+",3800000,,,,1,"27,32,390 ~ 27 Lacs+",2732390,,Y,0
2205,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2205,Thiyagarajan.M,137,SALEM (WEST),42,IND,No,12th Pass,,,1,0 ~,0,,,,1,"3,39,871 ~ 3 Lacs+",339871,,Y,0
2215,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2215,Velmanikandan. S,137,SALEM (WEST),40,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2214,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2214,Vijayakumar. S,137,SALEM (WEST),32,IND,No,Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
142,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=142,Gunaseela. M,138,SALEM (NORTH),39,Naam Tamilar Katchi,No,Post Graduate,,,1,"75,00,000 ~ 75 Lacs+",7500000,,,,1,"1,01,11,011 ~ 1 Crore+",10111011,,Y,0
2372,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2372,Jothilakshmi. R.S,138,SALEM (NORTH),40,Vishwa Tamil Kazhagam,No,10th Pass,,,1,"45,00,000 ~ 45 Lacs+",4500000,,,,1,"26,00,000 ~ 26 Lacs+",2600000,,Y,0
2377,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2377,Mahabub John. K,138,SALEM (NORTH),49,IND,No,10th Pass,,,1,0 ~,0,,,,1,"11,70,000 ~ 11 Lacs+",1170000,,Y,0
2376,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2376,Manivannan. S,138,SALEM (NORTH),37,IND,No,Others,,,1,0 ~,0,,,,1,"6,42,000 ~ 6 Lacs+",642000,,Y,0
2371,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2371,Mohanraj. S,138,SALEM (NORTH),36,Tamizhaga Vaazhvurimai Katchi,No,10th Pass,,,1,"21,40,000 ~ 21 Lacs+",2140000,,,,1,"10,64,000 ~ 10 Lacs+",1064000,,Y,0
2374,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2374,Palanisamy. R,138,SALEM (NORTH),55,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2375,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2375,Pravina. G,138,SALEM (NORTH),52,IND,No,Graduate Professional,,,1,"11,00,00,000 ~ 11 Crore+",110000000,,,,1,0 ~,0,,Y,0
2379,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2379,Raja. A,138,SALEM (NORTH),58,IND,No,8th Pass,,,1,"67,00,000 ~ 67 Lacs+",6700000,,,,1,0 ~,0,,Y,0
2378,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2378,Rajasekar. S,138,SALEM (NORTH),58,IND,No,Illiterate,,,1,"21,87,500 ~ 21 Lacs+",2187500,,,,1,0 ~,0,,Y,0
2380,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2380,Rajendran. A,138,SALEM (NORTH),66,IND,No,8th Pass,,,1,"20,00,000 ~ 20 Lacs+",2000000,,,,1,0 ~,0,,Y,0
1230,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1230,Rajendran. R,138,SALEM (NORTH),66,DMK,No,Graduate Professional,,,1,"1,40,00,000 ~ 1 Crore+",14000000,,,,1,0 ~,0,,Y,0
2373,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2373,Sabareesan. D,138,SALEM (NORTH),32,IND,No,Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1229,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1229,Sadhasivam. S,138,SALEM (NORTH),59,Pattali Makkal Katchi,Yes 7,Post Graduate,,,1,"4,05,00,000 ~ 4 Crore+",40500000,,,,1,"2,43,93,570 ~ 2 Crore+",24393570,,Y,5
768,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=768,Sivakumar. K,138,SALEM (NORTH),52,Tamilaga Vettri Kazhagam,No,Post Graduate,,,1,"8,01,00,000 ~ 8 Crore+",80100000,,,,1,"1,47,00,000 ~ 1 Crore+",14700000,,Y,0
1647,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1647,Ambedkar. C,139,SALEM (SOUTH),47,IND,No,8th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1646,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1646,Bas Madheswaran,139,SALEM (SOUTH),46,Tamizhaga Vaazhvurimai Katchi,Yes 8,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,14
1660,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1660,Jayaraj. S,139,SALEM (SOUTH),48,IND,No,8th Pass,,,1,"7,50,000 ~ 7 Lacs+",750000,,,,1,0 ~,0,,Y,0
1231,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1231,Loganathan. M,139,SALEM (SOUTH),69,DMK,No,10th Pass,,,1,"3,40,60,680 ~ 3 Crore+",34060680,,,,1,"1,25,91,931 ~ 1 Crore+",12591931,,Y,0
1657,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1657,Loganathan. M S/O Mani,139,SALEM (SOUTH),33,IND,No,Post Graduate,,,1,0 ~,0,,,,1,"5,27,844 ~ 5 Lacs+",527844,,Y,0
1658,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1658,Loganathan. M S/O Mayavutharan,139,SALEM (SOUTH),43,IND,No,Graduate,,,1,"65,00,000 ~ 65 Lacs+",6500000,,,,1,"23,048 ~ 23 Thou+",23048,,Y,0
1656,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1656,Mayakannan. N,139,SALEM (SOUTH),45,IND,No,10th Pass,,,1,"5,00,000 ~ 5 Lacs+",500000,,,,1,0 ~,0,,Y,0
1651,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1651,Padmanapan. M,139,SALEM (SOUTH),67,IND,No,5th Pass,,,1,0 ~,0,,,,1,"1,47,000 ~ 1 Lacs+",147000,,Y,0
1652,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1652,Palaniappan. M,139,SALEM (SOUTH),62,IND,No,Illiterate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1653,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1653,Parthiban. A,139,SALEM (SOUTH),31,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1654,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1654,Parthiban. V,139,SALEM (SOUTH),26,IND,No,Others,,,1,0 ~,0,,,,1,"7,36,000 ~ 7 Lacs+",736000,,Y,0
1655,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1655,Praveen Kumar. M,139,SALEM (SOUTH),30,IND,No,Graduate Professional,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1648,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1648,Santhosh. S,139,SALEM (SOUTH),36,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
143,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=143,Sofia. S,139,SALEM (SOUTH),33,Naam Tamilar Katchi,No,Post Graduate,,,1,"1,35,00,000 ~ 1 Crore+",13500000,,,,1,"45,40,386 ~ 45 Lacs+",4540386,,Y,0
1650,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1650,Sumathi. P,139,SALEM (SOUTH),33,IND,No,Graduate,,,1,"6,00,000 ~ 6 Lacs+",600000,,,,1,"5,38,000 ~ 5 Lacs+",538000,,Y,0
1649,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1649,Sundaram. R,139,SALEM (SOUTH),62,IND,No,5th Pass,,,1,"6,75,000 ~ 6 Lacs+",675000,,,,1,0 ~,0,,Y,0
1659,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1659,Varatharajan. S.P,139,SALEM (SOUTH),51,IND,No,8th Pass,,,1,0 ~,0,,,,1,"71,970 ~ 71 Thou+",71970,,Y,0
770,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=770,Vijay Tamilan Parthiban. A,139,SALEM (SOUTH),50,Tamilaga Vettri Kazhagam,Yes 1,12th Pass,,,1,"5,03,53,700 ~ 5 Crore+",50353700,,,,1,"2,71,29,152 ~ 2 Crore+",27129152,,Y,0
769,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=769,Vinoth. J,139,SALEM (SOUTH),44,AIADMK,No,10th Pass,,,1,"3,38,05,000 ~ 3 Crore+",33805000,,,,1,"73,84,700 ~ 73 Lacs+",7384700,,Y,0
1002,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1002,Anbazhagan. P,140,VEERAPANDI,58,CPI(ML)(L),Yes 1,10th Pass,,,1,"40,00,000 ~ 40 Lacs+",4000000,,,,1,"20,00,000 ~ 20 Lacs+",2000000,,Y,0
2781,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2781,Devendhiraprabu. M,140,VEERAPANDI,25,IND,No,Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2777,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2777,Gopi. R,140,VEERAPANDI,29,IND,No,8th Pass,,,1,"75,00,000 ~ 75 Lacs+",7500000,,,,1,"8,74,000 ~ 8 Lacs+",874000,,Y,0
2778,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2778,Gopinath. B,140,VEERAPANDI,33,IND,No,Graduate Professional,,,1,"2,00,000 ~ 2 Lacs+",200000,,,,1,"2,50,000 ~ 2 Lacs+",250000,,Y,0
2774,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2774,Indrajith Guptha. G,140,VEERAPANDI,35,IND,No,Doctorate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2786,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2786,Jayavel. M,140,VEERAPANDI,50,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2776,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2776,Karthi. R,140,VEERAPANDI,28,IND,No,Graduate,,,1,"10,00,000 ~ 10 Lacs+",1000000,,,,1,"7,12,397 ~ 7 Lacs+",712397,,Y,0
2775,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2775,Kavitha. M.P,140,VEERAPANDI,46,IND,No,12th Pass,,,1,"20,02,80,950 ~ 20 Crore+",200280950,,,,1,"9,23,08,229 ~ 9 Crore+",92308229,,Y,0
2782,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2782,Palanisamy. P,140,VEERAPANDI,42,IND,Yes 1,Post Graduate,,,1,"5,50,000 ~ 5 Lacs+",550000,,,,1,0 ~,0,,Y,0
