candidate_id,myneta_url,candidate,constituency_id,constituency,age,party_code,criminal_cases_flag,education_level,movable_assets,movable_assets_rs,movable_assets_img,immovable_assets,immovable_assets_rs,immovable_assets_img,total_assets,total_assets_rs,total_assets_img,liabilities,liabilities_rs,liabilities_img,pan_given,serious_ipc_counts
3864,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3864,N.R.Appathurai,33,SINGANALLUR,75,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Yes 3,12th Pass,,,1,"29,60,00,000 ~ 29 Crore+",296000000,,,,1,"35,55,000 ~ 35 Lacs+",3555000,,Y,1
3871,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3871,N.Rajasekaran,33,SINGANALLUR,50,IND,No,Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
152,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=152,Nehruji Gunasekaran,33,SINGANALLUR,32,Naam Tamilar Katchi,No,Graduate Professional,,,1,"76,00,000 ~ 76 Lacs+",7600000,,,,1,0 ~,0,,Y,0
3876,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3876,P.Tamilselvi,33,SINGANALLUR,66,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3878,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3878,R.Manikandabrabhu,33,SINGANALLUR,38,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3881,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3881,Rajkumar.M,33,SINGANALLUR,45,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,N,0
3866,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3866,S.S.Sundharam,33,SINGANALLUR,54,Rashtriya Samaj Dal (R),No,5th Pass,,,1,0 ~,0,,,,1,"7,09,000 ~ 7 Lacs+",709000,,Y,0
458,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=458,S.Satheesh,33,SINGANALLUR,54,IND,No,8th Pass,,,1,0 ~,0,,,,1,"1,50,029 ~ 1 Lacs+",150029,,Y,0
3865,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3865,Sarveswaran,33,SINGANALLUR,58,Party for the Rights of Other backward Classes,No,Graduate,,,1,"16,50,00,000 ~ 16 Crore+",165000000,,,,1,0 ~,0,,Y,0
881,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=881,Sivaji Perumal,33,SINGANALLUR,51,BSP,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,N,0
3875,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3875,Subaramanian.N,33,SINGANALLUR,74,IND,No,8th Pass,,,1,"6,50,000 ~ 6 Lacs+",650000,,,,1,0 ~,0,,Y,0
3877,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3877,Thahir Hussain,33,SINGANALLUR,29,IND,Yes 2,Graduate Professional,,,1,"23,36,000 ~ 23 Lacs+",2336000,,,,1,"11,85,000 ~ 11 Lacs+",1185000,,Y,2
3872,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3872,Uma Paramasivam,33,SINGANALLUR,33,IND,No,Post Graduate,,,1,"10,00,000 ~ 10 Lacs+",1000000,,,,1,0 ~,0,,Y,0
457,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=457,V.Balamurugan,33,SINGANALLUR,50,IND,No,Post Graduate,,,1,"3,00,000 ~ 3 Lacs+",300000,,,,1,0 ~,0,,Y,0
1338,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1338,V.Srinidhi,33,SINGANALLUR,37,INC,No,Graduate Professional,,,1,"3,06,30,000 ~ 3 Crore+",30630000,,,,1,"33,02,277 ~ 33 Lacs+",3302277,,Y,0
3882,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3882,Vasanthi,33,SINGANALLUR,45,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3883,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3883,Vijayakumar,33,SINGANALLUR,61,IND,No,8th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
159,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=159,Dr.S.Rajasekaran,34,SULUR,53,Naam Tamilar Katchi,No,Doctorate,,,1,"11,10,00,000 ~ 11 Crore+",111000000,,,,1,"78,45,000 ~ 78 Lacs+",7845000,,Y,0
3046,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3046,Kandasamy.A.,34,SULUR,55,IND,No,10th Pass,,,1,"4,46,37,500 ~ 4 Crore+",44637500,,,,1,"23,50,000 ~ 23 Lacs+",2350000,,Y,0
3047,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3047,Kandasamy.R.,34,SULUR,53,IND,No,10th Pass,,,1,"2,60,000 ~ 2 Lacs+",260000,,,,1,0 ~,0,,Y,0
3048,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3048,Kandasamy.V.,34,SULUR,58,IND,No,12th Pass,,,1,"75,00,000 ~ 75 Lacs+",7500000,,,,1,0 ~,0,,Y,0
3042,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3042,Kanthasamy.K.,34,SULUR,46,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3049,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3049,Murugesan.N.,34,SULUR,42,IND,No,8th Pass,,,1,"5,00,000 ~ 5 Lacs+",500000,,,,1,"1,51,000 ~ 1 Lacs+",151000,,Y,0
3050,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3050,Murugesh.R.,34,SULUR,51,IND,No,5th Pass,,,1,0 ~,0,,,,1,"2,00,000 ~ 2 Lacs+",200000,,Y,0
3043,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3043,Nagaraj.K.,34,SULUR,62,Ganasangam Party of India,No,Illiterate,,,1,"2,00,000 ~ 2 Lacs+",200000,,,,1,"2,95,000 ~ 2 Lacs+",295000,,Y,0
459,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=459,Nelson.W.,34,SULUR,63,Tamilaga Makkal Nala Katchi,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
882,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=882,Nm.Sukumar,34,SULUR,56,Tamilaga Vettri Kazhagam,Yes 1,Others,,,1,"1,50,00,000 ~ 1 Crore+",15000000,,,,1,"60,28,853 ~ 60 Lacs+",6028853,,Y,2
3044,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3044,Palanisamy.M.,34,SULUR,68,Party for the Rights of Other backward Classes,No,Post Graduate,,,1,"1,52,00,000 ~ 1 Crore+",15200000,,,,1,"8,29,212 ~ 8 Lacs+",829212,,Y,0
3045,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3045,Pappa Muthulakshmi.P.,34,SULUR,45,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,No,Post Graduate,,,1,"6,11,00,000 ~ 6 Crore+",61100000,,,,1,"60,00,000 ~ 60 Lacs+",6000000,,Y,0
883,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=883,Suman Singh.R.,34,SULUR,29,Tamizhaga Vaazhvurimai Katchi,No,Graduate Professional,,,1,"50,00,000 ~ 50 Lacs+",5000000,,,,1,"29,28,296 ~ 29 Lacs+",2928296,,Y,0
1253,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1253,Thalapathy Murugesan,34,SULUR,64,DMK,Yes 3,10th Pass,,,1,"1,55,50,000 ~ 1 Crore+",15550000,,,,1,"6,74,110 ~ 6 Lacs+",674110,,Y,4
1254,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1254,V.P.Kandasamy,34,SULUR,66,AIADMK,Yes 6,Graduate,,,1,"4,65,00,000 ~ 4 Crore+",46500000,,,,1,"1,17,00,000 ~ 1 Crore+",11700000,,Y,0
2087,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2087,Arulkumar.P,35,THONDAMUTHUR,33,IND,No,Graduate Professional,,,1,"10,00,000 ~ 10 Lacs+",1000000,,,,1,"3,63,000 ~ 3 Lacs+",363000,,Y,0
2098,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2098,Balamani.V,35,THONDAMUTHUR,40,IND,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2095,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2095,Deepa.G.S,35,THONDAMUTHUR,48,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2096,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2096,Devadass.K,35,THONDAMUTHUR,58,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2088,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2088,Kalaivani.S,35,THONDAMUTHUR,33,IND,No,Others,,,1,"30,00,000 ~ 30 Lacs+",3000000,,,,1,"9,90,000 ~ 9 Lacs+",990000,,Y,0
2089,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2089,Karthikeyan.M,35,THONDAMUTHUR,30,IND,No,Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2090,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2090,Karthikeyan.R,35,THONDAMUTHUR,48,IND,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2092,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2092,Karthikeyan.R-Pooluvapatti,35,THONDAMUTHUR,49,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2091,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2091,Karthikeyan.R-Thondamuthur,35,THONDAMUTHUR,44,IND,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2093,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2093,Kowsalya.V,35,THONDAMUTHUR,27,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2099,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2099,Manokaran.K,35,THONDAMUTHUR,49,IND,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1271,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1271,N.R.Karthikeyan,35,THONDAMUTHUR,57,DMK,No,Graduate,,,1,"11,50,70,000 ~ 11 Crore+",115070000,,,,1,"29,98,541 ~ 29 Lacs+",2998541,,Y,0
2097,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2097,Nirmalkumar.R,35,THONDAMUTHUR,28,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2100,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2100,Rafeeq.A.M.,35,THONDAMUTHUR,56,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
178,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=178,Rajabu Nisha.Z,35,THONDAMUTHUR,25,Naam Tamilar Katchi,No,12th Pass,,,1,0 ~,0,,,,1,"34,90,047 ~ 34 Lacs+",3490047,,Y,0
1272,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1272,S.P.Velumani,35,THONDAMUTHUR,56,AIADMK,Yes 12,Post Graduate,,,1,"6,15,50,150 ~ 6 Crore+",61550150,,,,1,"19,20,14,754 ~ 19 Crore+",192014754,,Y,6
884,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=884,Sathish Raju Alias K.P.R. Sathish,35,THONDAMUTHUR,44,Tamilaga Vettri Kazhagam,No,Post Graduate,,,1,"1,30,00,000 ~ 1 Crore+",13000000,,,,1,"85,43,940 ~ 85 Lacs+",8543940,,Y,0
2086,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2086,Shajahan.S,35,THONDAMUTHUR,47,Tamizhaga Vaazhvurimai Katchi,No,Graduate,,,1,0 ~,0,,,,1,"81,934 ~ 81 Thou+",81934,,Y,0
2094,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2094,Sivaraman.C,35,THONDAMUTHUR,43,IND,No,Graduate,,,1,0 ~,0,,,,1,"60,000 ~ 60 Thou+",60000,,Y,0
2101,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2101,Vijaya.K,35,THONDAMUTHUR,39,IND,No,12th Pass,,,1,"3,00,000 ~ 3 Lacs+",300000,,,,1,"6,84,000 ~ 6 Lacs+",684000,,Y,0
2102,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2102,Viswanathan.M,35,THONDAMUTHUR,42,IND,No,5th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
885,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=885,Dr. Sridharan. A,36,VALPARAI (SC),69,Tamilaga Vettri Kazhagam,No,Doctorate,,,1,"11,98,40,000 ~ 11 Crore+",119840000,,,,1,"12,12,812 ~ 12 Lacs+",1212812,,Y,0
1305,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1305,Kutty Alias Sudhakar. A,36,VALPARAI (SC),49,DMK,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2247,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2247,Lakshmi. N,36,VALPARAI (SC),44,IND,No,Illiterate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1306,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1306,Lekshmana Singh. D,36,VALPARAI (SC),57,AIADMK,No,12th Pass,,,1,"7,07,93,000 ~ 7 Crore+",70793000,,,,1,"2,42,51,200 ~ 2 Crore+",24251200,,Y,0
206,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=206,Umadevi. P,36,VALPARAI (SC),29,Naam Tamilar Katchi,No,Post Graduate,,,1,0 ~,0,,,,1,"1,80,000 ~ 1 Lacs+",180000,,Y,0
1297,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1297,Ganesan C.V,38,TITTAKUDI (SC),67,DMK,No,Post Graduate,,,1,"9,27,85,000 ~ 9 Crore+",92785000,,,,1,"6,49,29,838 ~ 6 Crore+",64929838,,Y,0
3053,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3053,Jaya K,38,TITTAKUDI (SC),47,Tamizhaga Vaazhvurimai Katchi,No,10th Pass,,,1,"1,50,000 ~ 1 Lacs+",150000,,,,1,"2,61,000 ~ 2 Lacs+",261000,,Y,0
201,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=201,Mahalakshmi V,38,TITTAKUDI (SC),27,Naam Tamilar Katchi,No,Graduate Professional,,,1,0 ~,0,,,,1,"2,75,000 ~ 2 Lacs+",275000,,Y,0
3057,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3057,Murugan A,38,TITTAKUDI (SC),51,IND,Yes 2,10th Pass,,,1,0 ~,0,,,,1,"44,800 ~ 44 Thou+",44800,,Y,0
1296,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1296,Murugumaran N,38,TITTAKUDI (SC),54,AIADMK,Yes 3,Graduate Professional,,,1,"5,79,14,005 ~ 5 Crore+",57914005,,,,1,"59,57,611 ~ 59 Lacs+",5957611,,Y,0
3055,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3055,Padmanathan V,38,TITTAKUDI (SC),53,IND,Yes 6,Graduate Professional,,,1,0 ~,0,,,,1,"50,000 ~ 50 Thou+",50000,,Y,0
901,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=901,Palanivel R,38,TITTAKUDI (SC),56,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,No,Graduate Professional,,,1,"3,85,00,000 ~ 3 Crore+",38500000,,,,1,"2,93,300 ~ 2 Lacs+",293300,,Y,0
3056,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3056,Perinbam D,38,TITTAKUDI (SC),39,IND,Yes 11,12th Pass,,,1,"2,00,000 ~ 2 Lacs+",200000,,,,1,"7,00,000 ~ 7 Lacs+",700000,,Y,0
900,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=900,Rajasekar A,38,TITTAKUDI (SC),46,Tamilaga Vettri Kazhagam,Yes 2,10th Pass,,,1,"2,50,000 ~ 2 Lacs+",250000,,,,1,"21,98,264 ~ 21 Lacs+",2198264,,Y,0
470,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=470,Ravichandran K.P,38,TITTAKUDI (SC),59,BSP,No,Literate,,,1,"3,50,000 ~ 3 Lacs+",350000,,,,1,0 ~,0,,Y,0
3051,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3051,Sathya M,38,TITTAKUDI (SC),31,Aanaithinthiya Jananayaka Pathukappu Kazhagam,No,Graduate,,,1,"1,60,000 ~ 1 Lacs+",160000,,,,1,0 ~,0,,Y,0
3054,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3054,Silambarasan J,38,TITTAKUDI (SC),41,IND,No,Others,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3058,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3058,Velmurugan G,38,TITTAKUDI (SC),31,IND,No,Graduate Professional,,,1,"12,00,000 ~ 12 Lacs+",1200000,,,,1,0 ~,0,,Y,0
228,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=228,Ananthi Dhandapani,39,VRIDHACHALAM,37,Naam Tamilar Katchi,No,Graduate Professional,,,1,"1,06,00,000 ~ 1 Crore+",10600000,,,,1,"17,00,000 ~ 17 Lacs+",1700000,,Y,0
1906,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1906,Arivazhagan.E.N,39,VRIDHACHALAM,50,Tamizhaga Vaazhvurimai Katchi,No,Others,,,1,"17,96,560 ~ 17 Lacs+",1796560,,,,1,"1,30,00,000 ~ 1 Crore+",13000000,,Y,0
229,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=229,Arivudainambi.S,39,VRIDHACHALAM,56,Anti Corruption Dynamic Party,No,Graduate Professional,,,1,"3,00,000 ~ 3 Lacs+",300000,,,,1,0 ~,0,,Y,0
1912,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1912,Balu.P,39,VRIDHACHALAM,39,IND,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1911,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1911,Deiveegadass.M,39,VRIDHACHALAM,46,IND,No,10th Pass,,,1,"50,000 ~ 50 Thou+",50000,,,,1,"4,45,000 ~ 4 Lacs+",445000,,Y,0
1332,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1332,Dr.Tamizharasi.P,39,VRIDHACHALAM,71,Pattali Makkal Katchi,No,Graduate Professional,,,1,"1,29,74,130 ~ 1 Crore+",12974130,,,,1,"2,06,73,775 ~ 2 Crore+",20673775,,Y,0
1910,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1910,Durai.K,39,VRIDHACHALAM,49,IND,No,Post Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1908,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1908,Ezhilkumar.K,39,VRIDHACHALAM,43,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1907,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1907,Gnanasundari.M,39,VRIDHACHALAM,40,Aanaithinthiya Jananayaka Pathukappu Kazhagam,No,Graduate,,,1,"24,38,103 ~ 24 Lacs+",2438103,,,,1,"1,00,000 ~ 1 Lacs+",100000,,Y,0
1914,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1914,Jayaprakash.S,39,VRIDHACHALAM,37,IND,No,12th Pass,,,1,"9,50,000 ~ 9 Lacs+",950000,,,,1,"45,000 ~ 45 Thou+",45000,,Y,0
1913,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1913,Prabakaran.T,39,VRIDHACHALAM,35,IND,No,12th Pass,,,1,"6,00,000 ~ 6 Lacs+",600000,,,,1,"7,50,000 ~ 7 Lacs+",750000,,Y,0
1331,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1331,Premallatha Vijayakant,39,VRIDHACHALAM,60,Desiya Murpokku Dravida Kazhagam,Yes 9,Graduate,,,1,"63,38,80,043 ~ 63 Crore+",633880043,,,,1,"57,81,10,656 ~ 57 Crore+",578110656,,Y,1
372,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=372,Sathiya.B,39,VRIDHACHALAM,36,Anna Makkal Katchi,No,Graduate,,,1,"18,00,000 ~ 18 Lacs+",1800000,,,,1,"11,75,000 ~ 11 Lacs+",1175000,,Y,0
902,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=902,Sidharthan.S,39,VRIDHACHALAM,62,Desiya Makkal Sakthi Katchi,No,Post Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
376,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=376,Sivaprakasam.V,39,VRIDHACHALAM,68,BSP,No,8th Pass,,,1,"2,00,000 ~ 2 Lacs+",200000,,,,1,0 ~,0,,Y,0
1909,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1909,Sivasankaran.K,39,VRIDHACHALAM,38,IND,No,Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
374,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=374,Srinivasan.R,39,VRIDHACHALAM,53,IND,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
904,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=904,Vijay.S,39,VRIDHACHALAM,40,Tamilaga Vettri Kazhagam,Yes 1,Graduate,,,1,"15,00,000 ~ 15 Lacs+",1500000,,,,1,"19,03,843 ~ 19 Lacs+",1903843,,Y,0
895,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=895,Anand.K,40,NEYVELI,40,Tamilaga Vettri Kazhagam,No,Graduate Professional,,,1,"1,84,17,000 ~ 1 Crore+",18417000,,,,1,"14,63,099 ~ 14 Lacs+",1463099,,Y,0
3062,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3062,Chezhiyan.G,40,NEYVELI,39,IND,No,Post Graduate,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
896,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=896,Jothimurugan.V,40,NEYVELI,42,BSP,No,12th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3060,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3060,Karthikeyan.C.M,40,NEYVELI,34,IND,No,Graduate Professional,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
3063,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3063,Manimaran.P,40,NEYVELI,45,IND,No,8th Pass,,,1,"21,50,000 ~ 21 Lacs+",2150000,,,,1,"2,00,000 ~ 2 Lacs+",200000,,Y,0
899,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=899,Mayakrishnan.K,40,NEYVELI,50,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,No,5th Pass,,,1,"5,00,000 ~ 5 Lacs+",500000,,,,1,0 ~,0,,Y,0
1205,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1205,Rajendran.R,40,NEYVELI,66,AIADMK,No,12th Pass,,,1,"21,28,01,283 ~ 21 Crore+",212801283,,,,1,0 ~,0,,Y,0
1206,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1206,Saba.Rajendran,40,NEYVELI,64,DMK,No,Graduate Professional,,,1,"9,51,00,000 ~ 9 Crore+",95100000,,,,1,"4,39,67,607 ~ 4 Crore+",43967607,,Y,0
3061,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3061,Sathiyaseelan.M,40,NEYVELI,44,IND,No,Post Graduate,,,1,"20,00,000 ~ 20 Lacs+",2000000,,,,1,0 ~,0,,Y,0
3059,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=3059,Thirumalvalavan.T,40,NEYVELI,56,Tamizhaga Vaazhvurimai Katchi,Yes 3,Post Graduate,,,1,"5,55,74,500 ~ 5 Crore+",55574500,,,,1,"13,45,19,463 ~ 13 Crore+",134519463,,Y,6
107,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=107,Veeramani.B,40,NEYVELI,46,Naam Tamilar Katchi,Yes 4,Others,,,1,"56,00,000 ~ 56 Lacs+",5600000,,,,1,"46,68,600 ~ 46 Lacs+",4668600,,Y,0
1210,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1210,Abdur Rahman. A.R,41,PANRUTI,62,Viduthalai Chiruthaigal Katchi,No,12th Pass,,,1,"14,78,52,000 ~ 14 Crore+",147852000,,,,1,"12,000 ~ 12 Thou+",12000,,Y,0
118,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=118,Banupriya. M,41,PANRUTI,32,Naam Tamilar Katchi,No,Post Graduate,,,1,0 ~,0,,,,1,"5,38,000 ~ 5 Lacs+",538000,,Y,0
237,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=237,Manikandan. M,41,PANRUTI,35,Tamilaga Vettri Kazhagam,No,Graduate Professional,,,1,"53,00,000 ~ 53 Lacs+",5300000,,,,1,"42,76,327 ~ 42 Lacs+",4276327,,Y,0
2251,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2251,Mohammed Safi. A,41,PANRUTI,25,IND,No,Graduate Professional,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
1209,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=1209,Mohan. K,41,PANRUTI,43,AIADMK,Yes 5,8th Pass,,,1,"2,29,36,390 ~ 2 Crore+",22936390,,,,1,"2,71,88,948 ~ 2 Crore+",27188948,,Y,0
2250,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2250,Prakash. R,41,PANRUTI,41,Thamizhaka Padaippalar Makkal Katchi,No,Post Graduate,,,1,"35,60,000 ~ 35 Lacs+",3560000,,,,1,"10,30,000 ~ 10 Lacs+",1030000,,Y,0
2252,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2252,Ramalingam. A,41,PANRUTI,76,IND,No,10th Pass,,,1,"1,00,00,000 ~ 1 Crore+",10000000,,,,1,0 ~,0,,Y,0
2248,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2248,Srikanthu. S,41,PANRUTI,42,BSP,No,10th Pass,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
2249,http://myneta.info/TamilNadu2026/candidate.php?candidate_id=2249,Surendar. R,41,PANRUTI,42,Tamizhaga Vaazhvurimai Katchi,Yes 1,Post Graduate,,,1,"6,46,000 ~ 6 Lacs+ Bad Scan",646000,,,,1,0 ~,0,,Y,2
1384,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1384,A.S.Chandarasekaran,42,CUDDALORE,58,INC,No,Graduate Professional,,,1,"6,76,80,000 ~ 6 Crore+",67680000,,,,1,"64,37,783 ~ 64 Lacs+",6437783,,Y,0
890,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=890,B.Rajkumar,42,CUDDALORE,46,Tamilaga Vettri Kazhagam,Yes 2,Others,,,1,"2,10,000 ~ 2 Lacs+",210000,,,,1,"39,17,441 ~ 39 Lacs+",3917441,,Y,0
3438,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3438,E.Farook Ali,42,CUDDALORE,57,IND,Yes 1,8th Pass,,,1,"7,00,000 ~ 7 Lacs+",700000,,,,1,"75,000 ~ 75 Thou+",75000,,Y,0
3436,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3436,E.Gurubaran,42,CUDDALORE,34,IND,No,Graduate Professional,,,1,0 ~,0,,,,1,0 ~,0,,Y,0
