candidate,party,criminal_cases,education,age,total_assets,liabilities,2021_constituency,2021_district,myneta_url,total_assets_rs,liabilities_rs,sitting_MLA,bye_election,const_off
Prakash. R.,IND,0,10th Pass,41,"Rs 21,10,000 ~ 21 Lacs+","Rs 4,30,000 ~ 4 Lacs+",TIRUPPUR SOUTH,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4110,2110000,430000,0,0,Tiruppur (South)
Sarvaloga Dayabaran.,IND,0,Post Graduate,71,"Rs 3,64,44,500 ~ 3 Crore+",Rs 0 ~,TIRUPPUR SOUTH,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4107,36444500,0,0,0,Tiruppur (South)
Selvan. K.,IND,0,Literate,50,,,TIRUPPUR SOUTH,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4109,,,0,0,Tiruppur (South)
Selvaraj. A.,IND,0,5th Pass,53,"Rs 48,431 ~ 48 Thou+",Rs 0 ~,TIRUPPUR SOUTH,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4108,48431,0,0,0,Tiruppur (South)
Shanmugasundaram. K.,Naam Tamilar Katchi,0,12th Pass,48,,,TIRUPPUR SOUTH,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=724,,,0,0,Tiruppur (South)
Vijayakumar. A.,IND,0,8th Pass,59,"Rs 58,73,000 ~ 58 Lacs+",Rs 0 ~,TIRUPPUR SOUTH,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4113,5873000,0,0,0,Tiruppur (South)
Vishalakchi. A.,Amma Makkal Munnettra Kazagam,0,5th Pass,49,"Rs 5,03,79,816 ~ 5 Crore+",Rs 0 ~,TIRUPPUR SOUTH,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4101,50379816,0,0,0,Tiruppur (South)
"Radhakrishnan,K.",AIADMK,1,Graduate,55,"Rs 2,12,33,053 ~ 2 Crore+","Rs 1,44,000 ~ 1 Lacs+",UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=743,21233053,144000,1,0,Udumalaipettai
"Arumugam,P.",IND,0,5th Pass,35,"Rs 30,58,325 ~ 30 Lacs+","Rs 28,05,160 ~ 28 Lacs+",UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4120,3058325,2805160,0,0,Udumalaipettai
"Ashokkumar,S.",IND,0,10th Pass,41,"Rs 8,63,251 ~ 8 Lacs+","Rs 31,538 ~ 31 Thou+",UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4119,863251,31538,0,0,Udumalaipettai
"Babu Ranjendra Prasad,A.",Naam Tamilar Katchi,1,Post Graduate,36,,,UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4117,,,0,0,Udumalaipettai
"Dhivya,D.",IND,0,Post Graduate,26,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4123,20000,0,0,0,Udumalaipettai
"Elsy,C.",IND,0,Others,60,"Rs 2,33,936 ~ 2 Lacs+",Rs 0 ~,UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4121,233936,0,0,0,Udumalaipettai
"Karthikeyan,S.",IND,0,10th Pass,60,,,UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4122,,,0,0,Udumalaipettai
"Krishnan,T.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Illiterate,60,"Rs 81,000 ~ 81 Thou+",Rs 0 ~,UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4114,81000,0,0,0,Udumalaipettai
"Kumar,K.",BSP,0,8th Pass,41,"Rs 1,70,500 ~ 1 Lacs+",Rs 0 ~,UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2087,170500,0,0,0,Udumalaipettai
"Nachammal,K.",Anaithu Makkal Arasiyal Katchi,0,8th Pass,45,,,UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4115,,,0,0,Udumalaipettai
"Palanisamy,R.",Amma Makkal Munnettra Kazagam,0,12th Pass,49,"Rs 1,69,84,638 ~ 1 Crore+","Rs 13,72,684 ~ 13 Lacs+",UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4116,16984638,1372684,0,0,Udumalaipettai
"Rajini,K.",IND,0,10th Pass,44,,,UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4124,,,0,0,Udumalaipettai
"Srinithi,V.",Makkal Needhi Maiam,0,Post Graduate,32,"Rs 1,02,66,094 ~ 1 Crore+","Rs 35,00,000 ~ 35 Lacs+",UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4118,10266094,3500000,0,0,Udumalaipettai
"Thennarasu,K.",INC,0,Graduate Professional,55,"Rs 2,01,52,821 ~ 2 Crore+","Rs 31,90,860 ~ 31 Lacs+",UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=741,20152821,3190860,0,0,Udumalaipettai
"Umar Ali,D.",IND,0,Illiterate,53,,,UDUMALAIPETTAI,TIRUPPUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=742,,,0,0,Udumalaipettai
Giri.M.P,DMK,0,12th Pass,46,,,CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=253,,,1,0,Chengam (SC)
Anbazhagan.P.G,IND,0,Post Graduate,50,"Rs 20,000 ~ 20 Thou+","Rs 16,11,000 ~ 16 Lacs+",CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=900,20000,1611000,0,0,Chengam (SC)
Anbu.S,DMDK,0,10th Pass,37,"Rs 1,93,990 ~ 1 Lacs+",Rs 0 ~,CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4197,193990,0,0,0,Chengam (SC)
Arunkumar.M,IND,0,12th Pass,36,,,CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4200,,,0,0,Chengam (SC)
Baskar.S,New Generation Peoples Party,0,Others,43,"Rs 8,40,000 ~ 8 Lacs+","Rs 5,00,000 ~ 5 Lacs+",CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4199,840000,500000,0,0,Chengam (SC)
Dhinakaran.H,IND,0,12th Pass,36,"Rs 91,000 ~ 91 Thou+",Rs 0 ~,CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4204,91000,0,0,0,Chengam (SC)
Nainakannu.M.S,AIADMK,0,5th Pass,53,"Rs 78,18,944 ~ 78 Lacs+","Rs 5,00,000 ~ 5 Lacs+",CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=255,7818944,500000,0,0,Chengam (SC)
Selvaraji.V,IND,0,Post Graduate,47,"Rs 7,65,000 ~ 7 Lacs+","Rs 3,94,000 ~ 3 Lacs+",CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=901,765000,394000,0,0,Chengam (SC)
Shanmugam.G,BSP,0,10th Pass,65,,,CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=903,,,0,0,Chengam (SC)
Sharma.S,IND,0,12th Pass,34,"Rs 27,52,000 ~ 27 Lacs+","Rs 1,00,000 ~ 1 Lacs+",CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4201,2752000,100000,0,0,Chengam (SC)
Sivakumar.J,IND,0,10th Pass,40,"Rs 16,000 ~ 16 Thou+",Rs 0 ~,CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=902,16000,0,0,0,Chengam (SC)
Sivaprakash.K,IND,0,Graduate Professional,42,,,CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4202,,,0,0,Chengam (SC)
Suganraj.S,Indiya Jananayaka Katchi,3,10th Pass,33,"Rs 35,000 ~ 35 Thou+",Rs 0 ~,CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4198,35000,0,0,0,Chengam (SC)
Vennila.S,Naam Tamilar Katchi,0,12th Pass,34,"Rs 22,54,570 ~ 22 Lacs+","Rs 2,92,523 ~ 2 Lacs+",CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=254,2254570,292523,0,0,Chengam (SC)
Vijayachandran.G,IND,0,Graduate Professional,26,,,CHENGAM (SC),TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4203,,,0,0,Chengam (SC)
E V Velu,DMK,7,Post Graduate,71,"Rs 23,32,27,340 ~ 23 Crore+","Rs 4,08,00,000 ~ 4 Crore+",TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=737,233227340,40800000,1,0,Tiruvannamalai
A G Panchatcharam,Amma Makkal Munnettra Kazagam,0,12th Pass,68,"Rs 61,59,646 ~ 61 Lacs+",Rs 0 ~,TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=734,6159646,0,0,0,Tiruvannamalai
A Nakkeeran,IND,0,5th Pass,46,"Rs 1,21,000 ~ 1 Lacs+","Rs 48,000 ~ 48 Thou+",TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=28,121000,48000,0,0,Tiruvannamalai
Arul R,Makkal Needhi Maiam,0,Others,46,,,TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4207,,,0,0,Tiruvannamalai
D Manimaran,IND,0,Graduate Professional,34,"Rs 5,42,504 ~ 5 Lacs+","Rs 11,28,000 ~ 11 Lacs+",TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4211,542504,1128000,0,0,Tiruvannamalai
J Agni Selvarasu,Naadaalum Makkal Katchi,0,Post Graduate,38,,,TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4206,,,0,0,Tiruvannamalai
J Jameel Basha,IND,0,Graduate Professional,41,"Rs 54,51,745 ~ 54 Lacs+","Rs 40,15,000 ~ 40 Lacs+",TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4214,5451745,4015000,0,0,Tiruvannamalai
J Kamalakkannan,Naam Tamilar Katchi,0,Graduate,39,"Rs 57,66,541 ~ 57 Lacs+","Rs 23,80,000 ~ 23 Lacs+",TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4208,5766541,2380000,0,0,Tiruvannamalai
K Vinayagam,IND,0,8th Pass,34,,,TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4213,,,0,0,Tiruvannamalai
Kothandapani,BSP,0,10th Pass,44,"Rs 12,77,000 ~ 12 Lacs+",Rs 0 ~,TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=735,1277000,0,0,0,Tiruvannamalai
N Palani,IND,0,12th Pass,53,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4210,10000,0,0,0,Tiruvannamalai
R Chandrakanth Pillai,New Generation Peoples Party,0,Others,37,,,TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4209,,,0,0,Tiruvannamalai
R G Vasudevan,IND,0,10th Pass,33,"Rs 9,13,000 ~ 9 Lacs+","Rs 2,99,000 ~ 2 Lacs+",TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4212,913000,299000,0,0,Tiruvannamalai
S K Selvam,Veerath Thiyagi Viswanathadoss Thozhilalarkal,0,10th Pass,51,"Rs 30,14,870 ~ 30 Lacs+",Rs 0 ~,TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=29,3014870,0,0,0,Tiruvannamalai
S Thanigaivel,BJP,6,12th Pass,46,,,TIRUVANNAMALAI,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4205,,,0,0,Tiruvannamalai
K.Pitchandi,DMK,0,Post Graduate,67,"Rs 3,49,67,503 ~ 3 Crore+","Rs 24,55,379 ~ 24 Lacs+",KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=98,34967503,2455379,1,0,Kilpennathur
A.R.Elumalai,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,8th Pass,55,"Rs 70,000 ~ 70 Thou+",Rs 0 ~,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=495,70000,0,0,0,Kilpennathur
A.Venkatesan,RPI(A),0,Illiterate,44,"Rs 29,000 ~ 29 Thou+","Rs 1,75,000 ~ 1 Lacs+",KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1274,29000,175000,0,0,Kilpennathur
C.Jothi,IND,0,8th Pass,46,,,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4224,,,0,0,Kilpennathur
Dr.R.Rameshbabu,Naam Tamilar Katchi,0,Post Graduate,44,"Rs 1,55,15,500 ~ 1 Crore+","Rs 11,16,114 ~ 11 Lacs+",KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=97,15515500,1116114,0,0,Kilpennathur
Farmer Jayaraman,Anaithu Makkal Arasiyal Katchi,0,12th Pass,46,"Rs 2,43,58,435 ~ 2 Crore+","Rs 19,35,000 ~ 19 Lacs+",KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4216,24358435,1935000,0,0,Kilpennathur
G.Krishnamurthy,IND,2,Graduate,49,,,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=496,,,0,0,Kilpennathur
K.Selvakumar,Pattali Makkal Katchi,1,Post Graduate,44,"Rs 29,77,629 ~ 29 Lacs+","Rs 2,00,000 ~ 2 Lacs+",KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1271,2977629,200000,0,0,Kilpennathur
Lourdammal,IND,0,10th Pass,60,,,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1276,,,0,0,Kilpennathur
M.Athiyaman,IND,0,Post Graduate,27,"Rs 1,15,274 ~ 1 Lacs+",Rs 0 ~,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4217,115274,0,0,0,Kilpennathur
M.Dinakaran,IND,0,Graduate Professional,28,"Rs 21,000 ~ 21 Thou+",Rs 0 ~,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4221,21000,0,0,0,Kilpennathur
M.Mohanraja,IND,0,12th Pass,40,,,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4223,,,0,0,Kilpennathur
M.Sampathraj,IND,0,Graduate,40,"Rs 4,87,100 ~ 4 Lacs+",Rs 0 ~,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4220,487100,0,0,0,Kilpennathur
N.Thangaraj,Makkal Munnetra Peravai,0,8th Pass,52,"Rs 1,54,50,000 ~ 1 Crore+","Rs 8,50,000 ~ 8 Lacs+",KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1272,15450000,850000,0,0,Kilpennathur
P.Ganeshraja,IND,0,12th Pass,32,,,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4218,,,0,0,Kilpennathur
P.Kathikeyan,Amma Makkal Munnettra Kazagam,3,10th Pass,42,"Rs 55,61,485 ~ 55 Lacs+","Rs 10,00,000 ~ 10 Lacs+",KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1273,5561485,1000000,0,0,Kilpennathur
S.Sasikumar,IND,0,12th Pass,46,"Rs 4,77,978 ~ 4 Lacs+",Rs 0 ~,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4219,477978,0,0,0,Kilpennathur
Sakthivel,IND,0,Graduate Professional,37,,,KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1275,,,0,0,Kilpennathur
Subashchandrabose,BSP,0,Graduate Professional,39,"Rs 29,53,000 ~ 29 Lacs+","Rs 3,00,000 ~ 3 Lacs+",KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=494,2953000,300000,0,0,Kilpennathur
V.Suganantham,Makkal Needhi Maiam,0,Graduate Professional,43,"Rs 33,00,330 ~ 33 Lacs+","Rs 24,00,000 ~ 24 Lacs+",KILPENNATHUR,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4215,3300330,2400000,0,0,Kilpennathur
Saravanan.P.S.T,DMK,1,Post Graduate,52,"Rs 4,49,63,590 ~ 4 Crore+","Rs 47,79,749 ~ 47 Lacs+",KALASAPAKKAM,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=445,44963590,4779749,1,0,Kalasapakkam
Amutha.G,IND,0,Graduate,32,"Rs 24,46,580 ~ 24 Lacs+",Rs 0 ~,KALASAPAKKAM,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=444,2446580,0,0,0,Kalasapakkam
Balaji.E,Naam Tamilar Katchi,1,Graduate Professional,35,"Rs 18,64,000 ~ 18 Lacs+",Rs 0 ~,KALASAPAKKAM,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=448,1864000,0,0,0,Kalasapakkam
Jagannathan.R,IND,0,Post Graduate,43,,,KALASAPAKKAM,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4229,,,0,0,Kalasapakkam
Kalyanasundaram.A,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,5th Pass,47,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,KALASAPAKKAM,TIRUVANNAMALAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1138,15000,0,0,0,Kalasapakkam
